image_path,group,group_source,label,class_id,meaning,advice
dataset_aug/Prohibitory Signs/P.105/1_rot-30.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_rot-45.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_rot10.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_rot20.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_rot30.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_rot45.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_shear_5deg.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_shear_m5deg.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_zoom_in.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.105/1_zoom_out.png,cấm,Prohibitory Signs,P.105,,Cấm ô tô và xe mô tô,Cấm cả ô tô lẫn mô tô. Chỉ xe đạp và người đi bộ được qua.
dataset_aug/Prohibitory Signs/P.106a/1.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_blur.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_bright.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_dark.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_original.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_persp1.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_persp2.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot-10.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot-20.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot-30.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot-45.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot10.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot20.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot30.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_rot45.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_shear_5deg.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_shear_m5deg.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_zoom_in.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106a/1_zoom_out.png,cấm,Prohibitory Signs,P.106a,,Cấm ô tô tải có tải trọng vượt quy định,Xe tải quá tải trọng trên biển không được qua.
dataset_aug/Prohibitory Signs/P.106b/1.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_blur.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_bright.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_dark.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_original.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_persp1.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_persp2.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot-10.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot-20.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot-30.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot-45.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot10.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot20.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot30.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_rot45.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_shear_m5deg.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_zoom_in.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b/1_zoom_out.png,cấm,Prohibitory Signs,P.106b,,Cấm ô tô tải trên 2.5 tấn,Xe tải quá 2.5 tấn không được qua.
dataset_aug/Prohibitory Signs/P.106b_1.5/1.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_blur.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_bright.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_dark.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_original.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_persp1.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_persp2.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot-10.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot-20.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot-30.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot-45.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot10.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot20.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot30.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_rot45.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_shear_5deg.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_shear_m5deg.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_zoom_in.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_1.5/1_zoom_out.png,cấm,Prohibitory Signs,P.106b_1.5,,"Cấm ô tô tải trên 1,5t","Xe tải có tải trọng trên 1,5t không được đi vào đoạn đường này."
dataset_aug/Prohibitory Signs/P.106b_10/1.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_blur.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_bright.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_dark.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_original.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_persp1.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_persp2.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot-10.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot-20.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot-30.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot-45.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot10.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot20.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot30.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_rot45.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_shear_5deg.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_shear_m5deg.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_zoom_in.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_10/1_zoom_out.png,cấm,Prohibitory Signs,P.106b_10,,Cấm ô tô tải trên 10t,Xe tải có tải trọng trên 10t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_blur.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_bright.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_dark.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_original.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_persp1.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_persp2.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_rot-10.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_rot-20.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_rot-30.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_rot-45.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
dataset_aug/Prohibitory Signs/P.106b_15/1_rot10.png,cấm,Prohibitory Signs,P.106b_15,,Cấm ô tô tải trên 15t,Xe tải có tải trọng trên 15t không được đi vào đoạn đường này.
